asset_id,hostname,model,operating_system,department,assigned_user_id,is_assigned,status,last_inventory_date,replacement_cost_usd,lifecycle_state
AST-0196,NSS-WKS-196,Lenovo ThinkPad T14,Windows 11 Enterprise,Operations,USR-0164,1,Active,2026-06-10,1541.8,In Service
AST-0197,NSS-WKS-197,Dell Latitude 5440,Windows 11 Enterprise,Finance,USR-0067,1,Spare,2026-04-26,1108.75,Available
AST-0198,NSS-WKS-198,HP EliteBook 840,Windows 11 Enterprise,It,USR-0035,1,Active,2026-04-17,739.18,In Service
AST-0199,NSS-WKS-199,Lenovo ThinkPad T14,Windows 11 Enterprise,Finance,USR-0019,1,Active,2026-06-02,806.06,In Service
AST-0200,NSS-WKS-200,Lenovo ThinkPad T14,Windows 11 Enterprise,Security,USR-0076,1,Active,2026-03-28,876.32,In Service
AST-0201,NSS-WKS-201,HP EliteBook 840,Windows 11 Enterprise,Executive,USR-0241,1,Repair,2026-03-18,732.49,Needs Attention
AST-0202,NSS-WKS-202,Lenovo ThinkPad T14,Windows 11 Enterprise,Hr,USR-0065,1,Active,2026-07-20,1241.73,In Service
AST-0203,NSS-WKS-203,HP EliteBook 840,Windows 11 Enterprise,Executive,USR-0032,1,Active,2026-02-19,1616.13,In Service
AST-0204,NSS-WKS-204,Dell Latitude 5440,Windows 11 Enterprise,Finance,USR-0008,1,Active,2026-01-05,843.66,In Service
AST-0205,NSS-WKS-205,HP EliteBook 840,Windows 11 Enterprise,Hr,USR-0233,1,Active,2026-02-20,1484.66,In Service
AST-0206,NSS-WKS-206,Dell Latitude 5440,Windows 11 Enterprise,Finance,USR-0068,1,Spare,2026-05-03,835.15,Available
AST-0207,NSS-WKS-207,Dell Latitude 5440,Windows 11 Enterprise,Finance,USR-0023,1,Repair,2026-06-25,1493.23,Needs Attention
AST-0208,NSS-WKS-208,Dell Latitude 5440,Windows 11 Enterprise,Security,USR-0182,1,Spare,2026-07-13,988.97,Available
AST-0209,NSS-WKS-209,Lenovo ThinkPad T14,Windows 11 Enterprise,Finance,USR-0005,1,Repair,2026-02-05,1061.07,Needs Attention
AST-0210,NSS-WKS-210,Dell Latitude 5440,Windows 11 Enterprise,Operations,USR-0014,1,Spare,2026-02-10,1391.34,Available
AST-0211,NSS-WKS-211,Lenovo ThinkPad T14,Windows 11 Enterprise,Finance,USR-0232,1,Spare,2026-05-19,573.57,Available
AST-0212,NSS-WKS-212,Dell Latitude 5440,Windows 11 Enterprise,Finance,USR-0159,1,Spare,2026-02-03,1600.55,Available
AST-0213,NSS-WKS-213,Lenovo ThinkPad T14,Windows 11 Enterprise,Operations,USR-0033,1,Active,2026-03-25,817.33,In Service
AST-0214,NSS-WKS-214,Lenovo ThinkPad T14,Windows 11 Enterprise,Finance,USR-0128,1,Repair,2026-05-21,1128.79,Needs Attention
AST-0215,NSS-WKS-215,Lenovo ThinkPad T14,Windows 11 Enterprise,Hr,USR-0119,1,Active,2026-02-04,676.46,In Service
AST-0216,NSS-WKS-216,Lenovo ThinkPad T14,Windows 11 Enterprise,Hr,USR-0047,1,Spare,2026-03-30,664.92,Available
AST-0217,NSS-WKS-217,HP EliteBook 840,Windows 11 Enterprise,Security,USR-0113,1,Repair,2026-05-06,879.4,Needs Attention
AST-0218,NSS-WKS-218,Lenovo ThinkPad T14,Windows 11 Enterprise,Operations,,0,Spare,2026-07-08,816.55,Available
AST-0219,NSS-WKS-219,Dell Latitude 5440,Windows 11 Enterprise,Hr,USR-0136,1,Active,2026-07-08,657.66,In Service
AST-0220,NSS-WKS-220,Lenovo ThinkPad T14,Windows 11 Enterprise,Sales,USR-0028,1,Repair,2026-06-14,1041.71,Needs Attention
AST-0221,NSS-WKS-221,HP EliteBook 840,Windows 11 Enterprise,Sales,USR-0148,1,Spare,2026-04-13,1020.88,Available
AST-0222,NSS-WKS-222,Dell Latitude 5440,Windows 11 Enterprise,Operations,USR-0139,1,Repair,2026-04-10,1417.82,Needs Attention
AST-0223,NSS-WKS-223,HP EliteBook 840,Windows 11 Enterprise,Sales,USR-0247,1,Repair,2026-04-14,590.06,Needs Attention
AST-0224,NSS-WKS-224,HP EliteBook 840,Windows 11 Enterprise,Hr,USR-0175,1,Active,2026-06-18,1284.17,In Service
AST-0225,NSS-WKS-225,Dell Latitude 5440,Windows 11 Enterprise,Sales,USR-0133,1,Repair,2026-04-08,1191.33,Needs Attention
AST-0226,NSS-WKS-226,Lenovo ThinkPad T14,Windows 11 Enterprise,Security,USR-0173,1,Active,2026-06-20,695.27,In Service
AST-0227,NSS-WKS-227,HP EliteBook 840,Windows 11 Enterprise,Hr,USR-0056,1,Active,2026-03-09,701.67,In Service
AST-0228,NSS-WKS-228,Lenovo ThinkPad T14,Windows 11 Enterprise,Hr,USR-0200,1,Active,2026-01-02,1072.42,In Service
AST-0229,NSS-WKS-229,Dell Latitude 5440,Windows 11 Enterprise,Finance,USR-0087,1,Spare,2026-04-01,1152.86,Available
AST-0230,NSS-WKS-230,HP EliteBook 840,Windows 11 Enterprise,Finance,USR-0226,1,Repair,2026-07-26,1299.93,Needs Attention
AST-0231,NSS-WKS-231,Dell Latitude 5440,Windows 11 Enterprise,Hr,USR-0226,1,Repair,2026-05-30,1325.79,Needs Attention
AST-0232,NSS-WKS-232,Lenovo ThinkPad T14,Windows 11 Enterprise,It,USR-0047,1,Spare,2026-07-20,629.47,Available
AST-0233,NSS-WKS-233,Dell Latitude 5440,Windows 11 Enterprise,It,USR-0213,1,Spare,2026-04-17,1277.43,Available
AST-0234,NSS-WKS-234,HP EliteBook 840,Windows 11 Enterprise,It,,0,Active,2026-05-06,752.63,In Service
AST-0235,NSS-WKS-235,HP EliteBook 840,Windows 11 Enterprise,Security,USR-0238,1,Spare,2026-01-28,1493.26,Available
AST-0236,NSS-WKS-236,HP EliteBook 840,Windows 11 Enterprise,Sales,USR-0198,1,Repair,2026-01-06,1311.24,Needs Attention
AST-0237,NSS-WKS-237,Dell Latitude 5440,Windows 11 Enterprise,Sales,USR-0247,1,Spare,2026-05-05,1222.6,Available
AST-0238,NSS-WKS-238,Lenovo ThinkPad T14,Windows 11 Enterprise,Finance,USR-0181,1,Active,2026-04-15,712.91,In Service
AST-0239,NSS-WKS-239,HP EliteBook 840,Windows 11 Enterprise,Executive,USR-0151,1,Active,2026-07-06,802.66,In Service
AST-0240,NSS-WKS-240,Lenovo ThinkPad T14,Windows 11 Enterprise,Security,USR-0227,1,Spare,2026-07-29,1307.26,Available
AST-0241,NSS-WKS-241,Lenovo ThinkPad T14,Windows 11 Enterprise,Security,USR-0161,1,Repair,2026-01-11,612.8,Needs Attention
AST-0242,NSS-WKS-242,HP EliteBook 840,Windows 11 Enterprise,It,USR-0220,1,Repair,2026-05-21,1096.23,Needs Attention
AST-0243,NSS-WKS-243,HP EliteBook 840,Windows 11 Enterprise,Hr,USR-0168,1,Spare,2026-01-30,1070.12,Available
AST-0244,NSS-WKS-244,Lenovo ThinkPad T14,Windows 11 Enterprise,Security,USR-0114,1,Repair,2026-04-26,1085.16,Needs Attention
AST-0245,NSS-WKS-245,Dell Latitude 5440,Windows 11 Enterprise,Hr,USR-0137,1,Active,2026-04-26,1149.41,In Service
AST-0246,NSS-WKS-246,Lenovo ThinkPad T14,Windows 11 Enterprise,Executive,USR-0229,1,Spare,2026-01-10,981.64,Available
AST-0247,NSS-WKS-247,Dell Latitude 5440,Windows 11 Enterprise,Hr,USR-0240,1,Repair,2026-05-28,1610.08,Needs Attention
AST-0248,NSS-WKS-248,Lenovo ThinkPad T14,Windows 11 Enterprise,Finance,USR-0092,1,Repair,2026-06-07,828.76,Needs Attention
AST-0249,NSS-WKS-249,Dell Latitude 5440,Windows 11 Enterprise,Security,USR-0002,1,Active,2026-03-31,742.12,In Service
AST-0250,NSS-WKS-250,Lenovo ThinkPad T14,Windows 11 Enterprise,Sales,USR-0084,1,Spare,2026-03-09,927.83,Available
AST-0251,NSS-WKS-251,HP EliteBook 840,Windows 11 Enterprise,Sales,USR-0004,1,Repair,2026-03-04,747.91,Needs Attention
AST-0252,NSS-WKS-252,Dell Latitude 5440,Windows 11 Enterprise,Sales,USR-0156,1,Spare,2026-05-31,987.64,Available
AST-0253,NSS-WKS-253,HP EliteBook 840,Windows 11 Enterprise,Security,USR-0046,1,Repair,2026-07-13,893.1,Needs Attention
AST-0254,NSS-WKS-254,HP EliteBook 840,Windows 11 Enterprise,Hr,USR-0116,1,Active,2026-07-26,1488.71,In Service
AST-0255,NSS-WKS-255,HP EliteBook 840,Windows 11 Enterprise,Executive,USR-0057,1,Repair,2026-07-05,575.91,Needs Attention
AST-0256,NSS-WKS-256,Lenovo ThinkPad T14,Windows 11 Enterprise,Security,USR-0222,1,Repair,2026-01-07,931.78,Needs Attention
AST-0257,NSS-WKS-257,Lenovo ThinkPad T14,Windows 11 Enterprise,It,USR-0225,1,Spare,2026-02-13,1222.75,Available
AST-0258,NSS-WKS-258,Dell Latitude 5440,Windows 11 Enterprise,Security,USR-0227,1,Active,2026-02-11,992.53,In Service
AST-0259,NSS-WKS-259,Dell Latitude 5440,Windows 11 Enterprise,It,USR-0185,1,Active,2026-06-13,1091.87,In Service
AST-0260,NSS-WKS-260,Lenovo ThinkPad T14,Windows 11 Enterprise,Executive,,0,Repair,2026-07-10,1334.63,Needs Attention
AST-0261,NSS-WKS-261,Lenovo ThinkPad T14,Windows 11 Enterprise,Executive,USR-0116,1,Spare,2026-05-18,1103.54,Available
AST-0262,NSS-WKS-262,Lenovo ThinkPad T14,Windows 11 Enterprise,Executive,USR-0248,1,Active,2026-04-21,916.34,In Service
AST-0263,NSS-WKS-263,HP EliteBook 840,Windows 11 Enterprise,Operations,USR-0042,1,Active,2026-06-04,1281.45,In Service
AST-0264,NSS-WKS-264,HP EliteBook 840,Windows 11 Enterprise,Finance,USR-0233,1,Active,2026-03-05,1362.37,In Service
AST-0265,NSS-WKS-265,Lenovo ThinkPad T14,Windows 11 Enterprise,Sales,USR-0018,1,Active,2026-06-07,1593.09,In Service
AST-0266,NSS-WKS-266,HP EliteBook 840,Windows 11 Enterprise,Operations,USR-0023,1,Active,2026-03-18,972.58,In Service
AST-0267,NSS-WKS-267,HP EliteBook 840,Windows 11 Enterprise,Hr,USR-0229,1,Repair,2026-04-24,1277.64,Needs Attention
AST-0268,NSS-WKS-268,HP EliteBook 840,Windows 11 Enterprise,Hr,USR-0186,1,Active,2026-05-22,799.28,In Service
AST-0269,NSS-WKS-269,Dell Latitude 5440,Windows 11 Enterprise,Sales,USR-0108,1,Spare,2026-03-20,1517.99,Available
AST-0270,NSS-WKS-270,HP EliteBook 840,Windows 11 Enterprise,Executive,,0,Spare,2026-07-28,727.79,Available
AST-0271,NSS-WKS-271,HP EliteBook 840,Windows 11 Enterprise,Operations,USR-0053,1,Spare,2026-06-29,632.88,Available
AST-0272,NSS-WKS-272,Lenovo ThinkPad T14,Windows 11 Enterprise,Executive,,0,Active,2026-03-24,1363.62,In Service
AST-0273,NSS-WKS-273,HP EliteBook 840,Windows 11 Enterprise,Hr,USR-0142,1,Active,2026-04-15,606.34,In Service
AST-0274,NSS-WKS-274,HP EliteBook 840,Windows 11 Enterprise,Operations,USR-0076,1,Spare,2026-05-02,1526.53,Available
AST-0275,NSS-WKS-275,Dell Latitude 5440,Windows 11 Enterprise,Executive,USR-0025,1,Spare,2026-07-27,879.7,Available
AST-0276,NSS-WKS-276,HP EliteBook 840,Windows 11 Enterprise,Operations,USR-0040,1,Active,2026-04-12,779.98,In Service
AST-0277,NSS-WKS-277,HP EliteBook 840,Windows 11 Enterprise,Executive,,0,Repair,2026-04-09,835.76,Needs Attention
AST-0278,NSS-WKS-278,Dell Latitude 5440,Windows 11 Enterprise,Security,USR-0192,1,Repair,2026-04-30,631.23,Needs Attention
AST-0279,NSS-WKS-279,Dell Latitude 5440,Windows 11 Enterprise,Operations,USR-0003,1,Active,2026-07-06,1543.63,In Service
AST-0280,NSS-WKS-280,Lenovo ThinkPad T14,Windows 11 Enterprise,Hr,USR-0204,1,Spare,2026-04-15,629.7,Available
AST-0281,NSS-WKS-281,Lenovo ThinkPad T14,Windows 11 Enterprise,Operations,USR-0001,1,Spare,2026-03-04,743.92,Available
AST-0282,NSS-WKS-282,Dell Latitude 5440,Windows 11 Enterprise,Operations,USR-0007,1,Active,2026-07-14,1133.67,In Service
AST-0283,NSS-WKS-283,Dell Latitude 5440,Windows 11 Enterprise,Hr,USR-0214,1,Active,2026-04-28,892.97,In Service
AST-0284,NSS-WKS-284,HP EliteBook 840,Windows 11 Enterprise,It,USR-0166,1,Repair,2026-05-25,1063.76,Needs Attention
AST-0285,NSS-WKS-285,Lenovo ThinkPad T14,Windows 11 Enterprise,Executive,USR-0077,1,Active,2026-05-29,768.72,In Service
AST-0286,NSS-WKS-286,Dell Latitude 5440,Windows 11 Enterprise,Finance,USR-0017,1,Repair,2026-03-24,895.6,Needs Attention
AST-0287,NSS-WKS-287,HP EliteBook 840,Windows 11 Enterprise,It,USR-0115,1,Active,2026-03-03,611.38,In Service
AST-0288,NSS-WKS-288,Dell Latitude 5440,Windows 11 Enterprise,Security,USR-0103,1,Spare,2026-03-24,883.51,Available
AST-0289,NSS-WKS-289,Lenovo ThinkPad T14,Windows 11 Enterprise,Executive,USR-0170,1,Repair,2026-03-10,800.95,Needs Attention
AST-0290,NSS-WKS-290,Dell Latitude 5440,Windows 11 Enterprise,Operations,,0,Spare,2026-01-11,1136.52,Available
AST-0291,NSS-WKS-291,Dell Latitude 5440,Windows 11 Enterprise,Sales,USR-0106,1,Repair,2026-01-25,1170.06,Needs Attention
AST-0292,NSS-WKS-292,HP EliteBook 840,Windows 11 Enterprise,Finance,USR-0096,1,Active,2026-05-21,1411.25,In Service
AST-0293,NSS-WKS-293,Lenovo ThinkPad T14,Windows 11 Enterprise,Sales,USR-0153,1,Spare,2026-03-09,1272.94,Available
AST-0294,NSS-WKS-294,Dell Latitude 5440,Windows 11 Enterprise,Finance,USR-0038,1,Spare,2026-03-17,1373.91,Available
AST-0295,NSS-WKS-295,Dell Latitude 5440,Windows 11 Enterprise,Sales,USR-0150,1,Active,2026-06-11,572.36,In Service
AST-0296,NSS-WKS-296,Dell Latitude 5440,Windows 11 Enterprise,Operations,USR-0167,1,Spare,2026-04-06,1255.25,Available
AST-0297,NSS-WKS-297,HP EliteBook 840,Windows 11 Enterprise,Operations,USR-0220,1,Spare,2026-03-05,810.4,Available
AST-0298,NSS-WKS-298,HP EliteBook 840,Windows 11 Enterprise,Finance,USR-0027,1,Spare,2026-01-12,664.38,Available
AST-0299,NSS-WKS-299,Dell Latitude 5440,Windows 11 Enterprise,Hr,USR-0029,1,Repair,2026-07-06,1301.98,Needs Attention
AST-0300,NSS-WKS-300,Dell Latitude 5440,Windows 11 Enterprise,Finance,,0,Active,2026-07-13,1195.31,In Service
