timestamp,metric_date,metric_month,hostname,platform,role,cpu_percent,memory_used_percent,memory_available_percent,disk_used_percent,disk_free_percent,availability_percent,active_alerts,health_status
2026-04-04T02:00,2026-04-04,2026-04,NSS-FILE01,Windows Server 2022,File Server,63.2,57.41,42.59,61.86,38.14,99.9012,0,Healthy
2026-03-03T11:00,2026-03-03,2026-03,NSS-APP01,Windows Server 2022,Application Server,42.88,58.19,41.81,29.55,70.45,99.9825,0,Healthy
2026-04-25T17:00,2026-04-25,2026-04,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,6.92,45.83,54.17,72.71,27.29,99.7691,0,Healthy
2026-01-27T20:00,2026-01-27,2026-01,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,16.95,87.01,12.99,49.54,50.46,99.7977,0,Warning
2026-06-02T12:00,2026-06-02,2026-06,NSS-FILE01,Windows Server 2022,File Server,12.21,63.4,36.6,66.14,33.86,99.7815,0,Healthy
2026-05-19T16:00,2026-05-19,2026-05,NSS-FILE01,Windows Server 2022,File Server,12.47,10.74,89.26,45.2,54.8,99.97,0,Healthy
2026-02-06T18:00,2026-02-06,2026-02,NSS-FILE01,Windows Server 2022,File Server,51.72,64.07,35.93,74.42,25.58,99.9606,0,Healthy
2026-04-26T14:00,2026-04-26,2026-04,NSS-DC01,Windows Server 2022,Domain Controller,25.01,59.74,40.26,40.56,59.44,99.9968,0,Healthy
2026-03-01T12:00,2026-03-01,2026-03,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,30.49,81.03,18.97,48.98,51.02,99.8128,0,Warning
2026-02-28T17:00,2026-02-28,2026-02,NSS-FILE01,Windows Server 2022,File Server,25.84,56.04,43.96,74.46,25.54,99.968,0,Healthy
2026-02-27T23:00,2026-02-27,2026-02,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,40.2,45.52,54.48,80.19,19.81,99.7549,0,Warning
2026-02-20T01:00,2026-02-20,2026-02,NSS-LINUX-DB01,Rocky Linux 9,Database Server,24.39,53.93,46.07,63.49,36.51,99.9706,0,Healthy
2026-05-31T11:00,2026-05-31,2026-05,NSS-FILE01,Windows Server 2022,File Server,23.77,38.02,61.98,52.25,47.75,99.7898,0,Healthy
2026-06-12T14:00,2026-06-12,2026-06,NSS-DC01,Windows Server 2022,Domain Controller,28.09,40.88,59.12,57.87,42.13,99.7795,0,Healthy
2026-04-06T09:00,2026-04-06,2026-04,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,25.79,45.99,54.01,69.38,30.62,99.8512,0,Healthy
2026-02-05T02:00,2026-02-05,2026-02,NSS-FILE01,Windows Server 2022,File Server,2.0,59.39,40.61,54.01,45.99,99.9108,0,Healthy
2026-03-28T19:00,2026-03-28,2026-03,NSS-DC02,Windows Server 2022,Domain Controller,32.6,56.51,43.49,73.13,26.87,99.9061,0,Healthy
2026-04-13T06:00,2026-04-13,2026-04,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,20.32,51.15,48.85,66.12,33.88,99.8717,0,Healthy
2026-02-27T04:00,2026-02-27,2026-02,NSS-FILE01,Windows Server 2022,File Server,31.87,60.42,39.58,88.71,11.29,99.8177,1,Warning
2026-06-24T14:00,2026-06-24,2026-06,NSS-APP01,Windows Server 2022,Application Server,25.65,30.03,69.97,74.76,25.24,99.9711,0,Healthy
2026-07-13T10:00,2026-07-13,2026-07,NSS-LINUX-DB01,Rocky Linux 9,Database Server,30.9,59.13,40.87,61.12,38.88,99.7558,0,Healthy
2026-04-07T20:00,2026-04-07,2026-04,NSS-LINUX-DB01,Rocky Linux 9,Database Server,18.88,71.64,28.36,95.0,5.0,99.7898,1,Critical
2026-03-19T13:00,2026-03-19,2026-03,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,18.12,31.02,68.98,74.79,25.21,99.7602,0,Healthy
2026-03-07T12:00,2026-03-07,2026-03,NSS-FILE01,Windows Server 2022,File Server,34.07,45.23,54.77,53.89,46.11,99.8869,0,Healthy
2026-07-13T08:00,2026-07-13,2026-07,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,26.88,38.77,61.23,69.01,30.99,99.8568,0,Healthy
2026-03-10T22:00,2026-03-10,2026-03,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,34.41,67.0,33.0,64.32,35.68,99.9628,0,Healthy
2026-03-13T12:00,2026-03-13,2026-03,NSS-APP01,Windows Server 2022,Application Server,51.19,48.29,51.71,57.52,42.48,99.8599,0,Healthy
2026-05-18T17:00,2026-05-18,2026-05,NSS-DC02,Windows Server 2022,Domain Controller,4.56,66.57,33.43,53.92,46.08,99.7989,0,Healthy
2026-05-07T08:00,2026-05-07,2026-05,NSS-FILE01,Windows Server 2022,File Server,46.88,42.01,57.99,51.99,48.01,99.7524,0,Healthy
2026-04-24T05:00,2026-04-24,2026-04,NSS-LINUX-DB01,Rocky Linux 9,Database Server,32.99,43.7,56.3,85.74,14.26,99.9157,1,Warning
2026-02-25T00:00,2026-02-25,2026-02,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,31.59,90.3,9.7,70.12,29.88,99.8001,1,Critical
2026-03-10T01:00,2026-03-10,2026-03,NSS-FILE01,Windows Server 2022,File Server,21.18,43.55,56.45,78.02,21.98,99.9293,0,Healthy
2026-05-18T18:00,2026-05-18,2026-05,NSS-APP01,Windows Server 2022,Application Server,47.65,68.15,31.85,49.96,50.04,99.8632,0,Healthy
2026-04-30T17:00,2026-04-30,2026-04,NSS-DC02,Windows Server 2022,Domain Controller,33.77,57.73,42.27,75.63,24.37,99.7827,0,Healthy
2026-05-29T14:00,2026-05-29,2026-05,NSS-FILE01,Windows Server 2022,File Server,39.88,46.85,53.15,69.22,30.78,99.839,0,Healthy
2026-02-08T17:00,2026-02-08,2026-02,NSS-MON01,Ubuntu 24.04,Monitoring Server,29.46,50.75,49.25,42.58,57.42,99.7851,0,Healthy
2026-02-04T06:00,2026-02-04,2026-02,NSS-DC02,Windows Server 2022,Domain Controller,35.54,43.84,56.16,57.98,42.02,99.9394,0,Healthy
2026-07-14T15:00,2026-07-14,2026-07,NSS-FILE01,Windows Server 2022,File Server,12.42,55.7,44.3,49.42,50.58,99.7909,0,Healthy
2026-07-16T17:00,2026-07-16,2026-07,NSS-MON01,Ubuntu 24.04,Monitoring Server,19.77,57.66,42.34,51.42,48.58,99.9665,0,Healthy
2026-03-22T04:00,2026-03-22,2026-03,NSS-LINUX-DB01,Rocky Linux 9,Database Server,46.19,49.77,50.23,44.58,55.42,99.837,0,Healthy
2026-04-09T12:00,2026-04-09,2026-04,NSS-MON01,Ubuntu 24.04,Monitoring Server,20.71,37.76,62.24,65.1,34.9,99.8594,0,Healthy
2026-01-31T05:00,2026-01-31,2026-01,NSS-DC01,Windows Server 2022,Domain Controller,20.66,64.83,35.17,60.7,39.3,99.7663,0,Healthy
2026-03-02T14:00,2026-03-02,2026-03,NSS-LINUX-DB01,Rocky Linux 9,Database Server,24.11,41.43,58.57,79.16,20.84,99.9071,0,Healthy
2026-02-06T00:00,2026-02-06,2026-02,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,11.91,41.67,58.33,55.7,44.3,99.9718,0,Healthy
2026-04-22T22:00,2026-04-22,2026-04,NSS-LINUX-DB01,Rocky Linux 9,Database Server,33.59,50.39,49.61,65.42,34.58,99.9985,0,Healthy
2026-01-07T00:00,2026-01-07,2026-01,NSS-FILE01,Windows Server 2022,File Server,45.07,50.83,49.17,60.89,39.11,99.9199,0,Healthy
2026-01-30T17:00,2026-01-30,2026-01,NSS-DC02,Windows Server 2022,Domain Controller,25.01,52.39,47.61,77.44,22.56,99.9904,0,Healthy
2026-05-21T15:00,2026-05-21,2026-05,NSS-DC01,Windows Server 2022,Domain Controller,2.0,66.53,33.47,61.59,38.41,99.9413,0,Healthy
2026-03-05T20:00,2026-03-05,2026-03,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,24.24,49.0,51.0,42.65,57.35,99.9299,0,Healthy
2026-03-25T20:00,2026-03-25,2026-03,NSS-MON01,Ubuntu 24.04,Monitoring Server,2.0,48.1,51.9,68.03,31.97,99.8878,0,Healthy
2026-06-11T11:00,2026-06-11,2026-06,NSS-DC02,Windows Server 2022,Domain Controller,41.19,66.16,33.84,36.43,63.57,99.7703,0,Healthy
2026-03-19T08:00,2026-03-19,2026-03,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,30.3,63.01,36.99,55.14,44.86,99.9353,0,Healthy
2026-06-29T17:00,2026-06-29,2026-06,NSS-APP01,Windows Server 2022,Application Server,20.31,58.79,41.21,45.82,54.18,99.8994,0,Healthy
2026-07-22T00:00,2026-07-22,2026-07,NSS-APP01,Windows Server 2022,Application Server,28.95,44.24,55.76,75.92,24.08,99.7668,0,Healthy
2026-02-19T16:00,2026-02-19,2026-02,NSS-DC01,Windows Server 2022,Domain Controller,24.38,81.38,18.62,75.64,24.36,99.9988,0,Warning
2026-02-16T17:00,2026-02-16,2026-02,NSS-LINUX-DB01,Rocky Linux 9,Database Server,16.66,62.64,37.36,72.96,27.04,99.8829,0,Healthy
2026-07-06T08:00,2026-07-06,2026-07,NSS-DC01,Windows Server 2022,Domain Controller,26.62,61.14,38.86,78.27,21.73,99.8107,0,Healthy
2026-06-04T18:00,2026-06-04,2026-06,NSS-MON01,Ubuntu 24.04,Monitoring Server,34.9,62.43,37.57,24.9,75.1,99.818,0,Healthy
2026-07-11T12:00,2026-07-11,2026-07,NSS-DC01,Windows Server 2022,Domain Controller,50.69,43.48,56.52,49.33,50.67,99.8883,0,Healthy
2026-04-16T14:00,2026-04-16,2026-04,NSS-LINUX-DB01,Rocky Linux 9,Database Server,51.93,18.81,81.19,90.97,9.03,99.774,1,Critical
2026-02-07T04:00,2026-02-07,2026-02,NSS-DC01,Windows Server 2022,Domain Controller,4.5,73.82,26.18,56.48,43.52,99.9007,0,Healthy
2026-04-01T04:00,2026-04-01,2026-04,NSS-FILE01,Windows Server 2022,File Server,24.77,52.51,47.49,69.91,30.09,99.9506,0,Healthy
2026-04-22T18:00,2026-04-22,2026-04,NSS-MON01,Ubuntu 24.04,Monitoring Server,21.07,29.92,70.08,55.91,44.09,99.7663,0,Healthy
2026-01-29T06:00,2026-01-29,2026-01,NSS-DC01,Windows Server 2022,Domain Controller,21.42,30.71,69.29,75.17,24.83,99.9181,0,Healthy
2026-04-29T07:00,2026-04-29,2026-04,NSS-DC01,Windows Server 2022,Domain Controller,24.37,35.09,64.91,67.97,32.03,99.784,0,Healthy
2026-01-21T14:00,2026-01-21,2026-01,NSS-APP01,Windows Server 2022,Application Server,43.72,53.47,46.53,57.48,42.52,99.8383,0,Healthy
2026-07-04T17:00,2026-07-04,2026-07,NSS-DC01,Windows Server 2022,Domain Controller,22.4,56.05,43.95,62.36,37.64,99.999,0,Healthy
2026-05-11T00:00,2026-05-11,2026-05,NSS-LINUX-DB01,Rocky Linux 9,Database Server,21.31,44.85,55.15,42.02,57.98,99.7782,0,Healthy
2026-03-09T09:00,2026-03-09,2026-03,NSS-APP01,Windows Server 2022,Application Server,12.08,52.64,47.36,73.72,26.28,99.9356,0,Healthy
2026-07-28T16:00,2026-07-28,2026-07,NSS-APP01,Windows Server 2022,Application Server,44.48,62.53,37.47,76.65,23.35,99.9136,0,Healthy
2026-04-26T09:00,2026-04-26,2026-04,NSS-LINUX-DB01,Rocky Linux 9,Database Server,24.44,85.04,14.96,72.64,27.36,99.8137,0,Warning
2026-05-20T20:00,2026-05-20,2026-05,NSS-FILE01,Windows Server 2022,File Server,43.29,51.02,48.98,73.73,26.27,99.9826,0,Healthy
2026-01-08T08:00,2026-01-08,2026-01,NSS-DC01,Windows Server 2022,Domain Controller,10.95,78.01,21.99,70.01,29.99,99.9544,0,Healthy
2026-01-10T07:00,2026-01-10,2026-01,NSS-MON01,Ubuntu 24.04,Monitoring Server,9.14,74.75,25.25,60.01,39.99,99.9874,0,Healthy
2026-02-09T03:00,2026-02-09,2026-02,NSS-LINUX-DB01,Rocky Linux 9,Database Server,23.52,67.78,32.22,38.08,61.92,99.8922,0,Healthy
2026-01-29T20:00,2026-01-29,2026-01,NSS-DC01,Windows Server 2022,Domain Controller,54.55,62.43,37.57,54.54,45.46,99.7752,0,Healthy
2026-05-26T01:00,2026-05-26,2026-05,NSS-DC01,Windows Server 2022,Domain Controller,29.79,56.51,43.49,59.04,40.96,99.8686,0,Healthy
2026-06-13T09:00,2026-06-13,2026-06,NSS-FILE01,Windows Server 2022,File Server,25.37,63.56,36.44,54.8,45.2,99.9385,0,Healthy
2026-06-27T18:00,2026-06-27,2026-06,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,23.37,67.54,32.46,66.52,33.48,99.8554,0,Healthy
2026-02-14T17:00,2026-02-14,2026-02,NSS-DC01,Windows Server 2022,Domain Controller,34.1,55.48,44.52,56.6,43.4,99.8079,0,Healthy
2026-04-23T00:00,2026-04-23,2026-04,NSS-APP01,Windows Server 2022,Application Server,23.96,51.96,48.04,45.43,54.57,99.8341,0,Healthy
2026-05-11T22:00,2026-05-11,2026-05,NSS-DC02,Windows Server 2022,Domain Controller,10.54,55.99,44.01,54.09,45.91,99.9288,0,Healthy
2026-02-09T21:00,2026-02-09,2026-02,NSS-FILE01,Windows Server 2022,File Server,4.48,38.36,61.64,73.68,26.32,99.865,0,Healthy
2026-03-25T17:00,2026-03-25,2026-03,NSS-MON01,Ubuntu 24.04,Monitoring Server,43.28,66.36,33.64,65.25,34.75,99.8938,0,Healthy
2026-03-19T07:00,2026-03-19,2026-03,NSS-MON01,Ubuntu 24.04,Monitoring Server,31.3,30.87,69.13,48.1,51.9,99.7665,0,Healthy
2026-06-15T21:00,2026-06-15,2026-06,NSS-MON01,Ubuntu 24.04,Monitoring Server,47.74,38.57,61.43,62.3,37.7,99.7676,0,Healthy
2026-03-19T09:00,2026-03-19,2026-03,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,11.63,19.83,80.17,49.55,50.45,99.7655,0,Healthy
2026-05-04T18:00,2026-05-04,2026-05,NSS-LINUX-DB01,Rocky Linux 9,Database Server,55.5,64.73,35.27,69.75,30.25,99.7931,0,Healthy
2026-06-10T16:00,2026-06-10,2026-06,NSS-MON01,Ubuntu 24.04,Monitoring Server,48.93,26.42,73.58,75.75,24.25,99.996,0,Healthy
2026-02-13T16:00,2026-02-13,2026-02,NSS-DC02,Windows Server 2022,Domain Controller,21.11,50.92,49.08,31.01,68.99,99.8575,0,Healthy
2026-02-13T04:00,2026-02-13,2026-02,NSS-DC01,Windows Server 2022,Domain Controller,8.73,38.81,61.19,64.99,35.01,99.8374,0,Healthy
2026-07-28T03:00,2026-07-28,2026-07,NSS-FILE01,Windows Server 2022,File Server,35.17,55.16,44.84,62.05,37.95,99.9176,0,Healthy
2026-06-30T18:00,2026-06-30,2026-06,NSS-DC02,Windows Server 2022,Domain Controller,6.22,49.17,50.83,63.51,36.49,99.9237,0,Healthy
2026-03-17T08:00,2026-03-17,2026-03,NSS-MON01,Ubuntu 24.04,Monitoring Server,17.61,44.31,55.69,40.92,59.08,99.8716,0,Healthy
2026-03-28T21:00,2026-03-28,2026-03,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,23.04,82.62,17.38,60.56,39.44,99.8405,0,Warning
2026-07-20T12:00,2026-07-20,2026-07,NSS-DC01,Windows Server 2022,Domain Controller,2.0,43.13,56.87,58.45,41.55,99.9444,0,Healthy
2026-01-22T09:00,2026-01-22,2026-01,NSS-APP01,Windows Server 2022,Application Server,28.22,67.64,32.36,74.42,25.58,99.9621,0,Healthy
2026-07-15T00:00,2026-07-15,2026-07,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,26.86,48.47,51.53,63.76,36.24,99.7574,0,Healthy
2026-04-15T14:00,2026-04-15,2026-04,NSS-DC02,Windows Server 2022,Domain Controller,30.16,72.25,27.75,59.48,40.52,99.852,0,Healthy
2026-01-13T06:00,2026-01-13,2026-01,NSS-FILE01,Windows Server 2022,File Server,34.37,68.98,31.02,41.54,58.46,99.9107,0,Healthy
2026-03-20T22:00,2026-03-20,2026-03,NSS-DC02,Windows Server 2022,Domain Controller,34.29,62.47,37.53,26.12,73.88,99.9032,0,Healthy
2026-07-07T17:00,2026-07-07,2026-07,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,23.08,47.41,52.59,66.92,33.08,99.9138,0,Healthy
2026-07-08T11:00,2026-07-08,2026-07,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,12.69,42.7,57.3,88.57,11.43,99.81,1,Warning
2026-04-05T04:00,2026-04-05,2026-04,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,63.83,53.14,46.86,37.29,62.71,99.9691,0,Healthy
2026-01-06T05:00,2026-01-06,2026-01,NSS-LINUX-DB01,Rocky Linux 9,Database Server,13.14,64.05,35.95,42.78,57.22,99.8541,0,Healthy
2026-07-14T00:00,2026-07-14,2026-07,NSS-MON01,Ubuntu 24.04,Monitoring Server,23.69,52.03,47.97,63.27,36.73,99.7812,0,Healthy
2026-07-07T07:00,2026-07-07,2026-07,NSS-APP01,Windows Server 2022,Application Server,46.15,57.96,42.04,87.62,12.38,99.978,1,Warning
2026-05-21T07:00,2026-05-21,2026-05,NSS-DC01,Windows Server 2022,Domain Controller,30.51,61.0,39.0,41.72,58.28,99.8084,0,Healthy
2026-07-28T09:00,2026-07-28,2026-07,NSS-FILE01,Windows Server 2022,File Server,32.1,76.37,23.63,54.55,45.45,99.9948,0,Healthy
2026-04-16T09:00,2026-04-16,2026-04,NSS-APP01,Windows Server 2022,Application Server,22.07,85.54,14.46,65.98,34.02,99.757,0,Warning
2026-03-12T01:00,2026-03-12,2026-03,NSS-DC02,Windows Server 2022,Domain Controller,31.28,31.28,68.72,56.91,43.09,99.9372,0,Healthy
2026-02-18T22:00,2026-02-18,2026-02,NSS-APP01,Windows Server 2022,Application Server,36.55,52.94,47.06,74.72,25.28,99.9207,0,Healthy
2026-05-30T04:00,2026-05-30,2026-05,NSS-FILE01,Windows Server 2022,File Server,63.42,23.35,76.65,45.17,54.83,99.9973,0,Healthy
2026-02-24T18:00,2026-02-24,2026-02,NSS-LINUX-DB01,Rocky Linux 9,Database Server,39.55,80.01,19.99,60.09,39.91,99.7749,0,Warning
2026-05-16T11:00,2026-05-16,2026-05,NSS-LINUX-DB01,Rocky Linux 9,Database Server,32.52,59.13,40.87,62.74,37.26,99.889,0,Healthy
2026-04-02T05:00,2026-04-02,2026-04,NSS-DC02,Windows Server 2022,Domain Controller,18.34,50.2,49.8,74.94,25.06,99.807,0,Healthy
2026-03-27T21:00,2026-03-27,2026-03,NSS-LINUX-DB01,Rocky Linux 9,Database Server,30.74,46.04,53.96,84.72,15.28,99.9127,0,Warning
2026-04-30T19:00,2026-04-30,2026-04,NSS-DC01,Windows Server 2022,Domain Controller,21.16,48.51,51.49,88.04,11.96,99.9057,1,Warning
2026-02-04T04:00,2026-02-04,2026-02,NSS-DC01,Windows Server 2022,Domain Controller,31.97,33.39,66.61,68.73,31.27,99.8137,0,Healthy
2026-05-15T02:00,2026-05-15,2026-05,NSS-LINUX-DB01,Rocky Linux 9,Database Server,14.09,55.91,44.09,71.13,28.87,99.9655,0,Healthy
2026-01-22T12:00,2026-01-22,2026-01,NSS-APP01,Windows Server 2022,Application Server,56.33,42.76,57.24,50.02,49.98,99.754,0,Healthy
2026-04-07T20:00,2026-04-07,2026-04,NSS-FILE01,Windows Server 2022,File Server,20.59,44.69,55.31,37.97,62.03,99.9509,0,Healthy
2026-03-11T18:00,2026-03-11,2026-03,NSS-APP01,Windows Server 2022,Application Server,30.64,68.89,31.11,44.37,55.63,99.855,0,Healthy
2026-03-17T18:00,2026-03-17,2026-03,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,25.31,49.76,50.24,52.62,47.38,99.7769,0,Healthy
2026-02-11T00:00,2026-02-11,2026-02,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,42.72,98.0,2.0,73.22,26.78,99.8838,1,Critical
2026-07-27T21:00,2026-07-27,2026-07,NSS-APP01,Windows Server 2022,Application Server,7.91,47.99,52.01,76.21,23.79,99.7559,0,Healthy
2026-03-28T16:00,2026-03-28,2026-03,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,22.71,67.36,32.64,53.69,46.31,99.8841,0,Healthy
2026-06-01T01:00,2026-06-01,2026-06,NSS-MON01,Ubuntu 24.04,Monitoring Server,40.98,58.33,41.67,42.82,57.18,99.8233,0,Healthy
2026-07-15T13:00,2026-07-15,2026-07,NSS-LINUX-DB01,Rocky Linux 9,Database Server,29.92,69.72,30.28,60.82,39.18,99.8353,0,Healthy
2026-05-19T16:00,2026-05-19,2026-05,NSS-FILE01,Windows Server 2022,File Server,16.85,53.58,46.42,47.9,52.1,99.9405,0,Healthy
2026-06-25T06:00,2026-06-25,2026-06,NSS-DC02,Windows Server 2022,Domain Controller,19.07,45.07,54.93,42.8,57.2,99.9041,0,Healthy
2026-01-22T11:00,2026-01-22,2026-01,NSS-DC02,Windows Server 2022,Domain Controller,38.13,39.74,60.26,55.59,44.41,99.9498,0,Healthy
2026-01-09T20:00,2026-01-09,2026-01,NSS-MON01,Ubuntu 24.04,Monitoring Server,3.03,61.02,38.98,24.08,75.92,99.9015,0,Healthy
2026-06-15T20:00,2026-06-15,2026-06,NSS-MON01,Ubuntu 24.04,Monitoring Server,21.53,52.52,47.48,52.06,47.94,99.8767,0,Healthy
2026-06-16T18:00,2026-06-16,2026-06,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,30.85,71.37,28.63,78.98,21.02,99.9667,0,Healthy
2026-01-14T09:00,2026-01-14,2026-01,NSS-MON01,Ubuntu 24.04,Monitoring Server,9.05,43.4,56.6,49.4,50.6,99.8876,0,Healthy
2026-04-14T13:00,2026-04-14,2026-04,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,15.19,66.17,33.83,15.95,84.05,99.7754,0,Healthy
2026-02-05T08:00,2026-02-05,2026-02,NSS-DC02,Windows Server 2022,Domain Controller,54.88,56.42,43.58,59.77,40.23,99.8719,0,Healthy
2026-04-22T04:00,2026-04-22,2026-04,NSS-DC02,Windows Server 2022,Domain Controller,27.08,31.61,68.39,72.09,27.91,99.7669,0,Healthy
2026-01-12T15:00,2026-01-12,2026-01,NSS-DC02,Windows Server 2022,Domain Controller,35.68,62.92,37.08,53.79,46.21,99.9406,0,Healthy
2026-07-18T21:00,2026-07-18,2026-07,NSS-APP01,Windows Server 2022,Application Server,19.81,44.89,55.11,65.87,34.13,99.8786,0,Healthy
2026-04-10T02:00,2026-04-10,2026-04,NSS-APP01,Windows Server 2022,Application Server,21.22,71.76,28.24,72.39,27.61,99.9972,0,Healthy
2026-04-02T09:00,2026-04-02,2026-04,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,50.46,48.49,51.51,92.83,7.17,99.9584,1,Critical
2026-01-15T01:00,2026-01-15,2026-01,NSS-DC01,Windows Server 2022,Domain Controller,5.06,56.02,43.98,80.29,19.71,99.7945,0,Warning
2026-01-31T05:00,2026-01-31,2026-01,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,43.91,30.09,69.91,73.37,26.63,99.7781,0,Healthy
2026-02-21T11:00,2026-02-21,2026-02,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,39.2,24.74,75.26,88.5,11.5,99.7703,1,Warning
2026-01-05T00:00,2026-01-05,2026-01,NSS-LINUX-DB01,Rocky Linux 9,Database Server,21.89,49.69,50.31,84.44,15.56,99.9078,0,Warning
2026-05-27T09:00,2026-05-27,2026-05,NSS-DC01,Windows Server 2022,Domain Controller,46.45,61.11,38.89,63.04,36.96,99.8379,0,Healthy
2026-03-12T13:00,2026-03-12,2026-03,NSS-DC01,Windows Server 2022,Domain Controller,43.5,90.19,9.81,51.64,48.36,99.9574,1,Critical
2026-02-07T04:00,2026-02-07,2026-02,NSS-FILE01,Windows Server 2022,File Server,49.67,42.52,57.48,60.87,39.13,99.9048,0,Healthy
2026-01-03T00:00,2026-01-03,2026-01,NSS-DC02,Windows Server 2022,Domain Controller,14.61,42.76,57.24,45.63,54.37,99.797,0,Healthy
2026-07-21T08:00,2026-07-21,2026-07,NSS-MON01,Ubuntu 24.04,Monitoring Server,2.0,49.92,50.08,50.3,49.7,99.9096,0,Healthy
2026-01-09T04:00,2026-01-09,2026-01,NSS-DC02,Windows Server 2022,Domain Controller,12.6,57.53,42.47,42.66,57.34,99.9319,0,Healthy
2026-05-31T17:00,2026-05-31,2026-05,NSS-DC02,Windows Server 2022,Domain Controller,14.34,46.88,53.12,55.92,44.08,99.9733,0,Healthy
2026-06-02T12:00,2026-06-02,2026-06,NSS-FILE01,Windows Server 2022,File Server,36.92,43.64,56.36,53.61,46.39,99.8869,0,Healthy
2026-05-12T11:00,2026-05-12,2026-05,NSS-MON01,Ubuntu 24.04,Monitoring Server,31.14,49.7,50.3,43.95,56.05,99.8547,0,Healthy
2026-04-26T17:00,2026-04-26,2026-04,NSS-LINUX-DB01,Rocky Linux 9,Database Server,9.05,61.84,38.16,68.48,31.52,99.9792,0,Healthy
2026-03-01T08:00,2026-03-01,2026-03,NSS-APP01,Windows Server 2022,Application Server,31.43,63.27,36.73,42.95,57.05,99.997,0,Healthy
2026-03-27T16:00,2026-03-27,2026-03,NSS-APP01,Windows Server 2022,Application Server,40.79,42.55,57.45,43.6,56.4,99.7785,0,Healthy
2026-03-21T20:00,2026-03-21,2026-03,NSS-DC02,Windows Server 2022,Domain Controller,28.11,46.42,53.58,57.22,42.78,99.9292,0,Healthy
2026-07-12T18:00,2026-07-12,2026-07,NSS-DC02,Windows Server 2022,Domain Controller,36.07,69.2,30.8,68.55,31.45,99.9564,0,Healthy
2026-03-31T07:00,2026-03-31,2026-03,NSS-FILE01,Windows Server 2022,File Server,8.22,46.44,53.56,55.49,44.51,99.9746,0,Healthy
2026-02-25T04:00,2026-02-25,2026-02,NSS-APP01,Windows Server 2022,Application Server,23.31,62.84,37.16,68.4,31.6,99.819,0,Healthy
2026-02-16T02:00,2026-02-16,2026-02,NSS-LINUX-DB01,Rocky Linux 9,Database Server,41.56,79.57,20.43,58.74,41.26,99.9572,0,Healthy
2026-06-10T03:00,2026-06-10,2026-06,NSS-DC02,Windows Server 2022,Domain Controller,41.64,68.9,31.1,59.74,40.26,99.953,0,Healthy
2026-04-04T13:00,2026-04-04,2026-04,NSS-DC01,Windows Server 2022,Domain Controller,20.77,59.43,40.57,56.12,43.88,99.869,0,Healthy
2026-01-24T05:00,2026-01-24,2026-01,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,28.42,66.16,33.84,62.19,37.81,99.8552,0,Healthy
2026-07-07T08:00,2026-07-07,2026-07,NSS-MON01,Ubuntu 24.04,Monitoring Server,39.21,46.3,53.7,57.47,42.53,99.8618,0,Healthy
2026-03-01T08:00,2026-03-01,2026-03,NSS-MON01,Ubuntu 24.04,Monitoring Server,50.44,86.66,13.34,85.05,14.95,99.8946,1,Warning
2026-03-06T04:00,2026-03-06,2026-03,NSS-DC02,Windows Server 2022,Domain Controller,12.53,53.73,46.27,48.75,51.25,99.9451,0,Healthy
2026-05-23T16:00,2026-05-23,2026-05,NSS-LINUX-DB01,Rocky Linux 9,Database Server,11.36,40.89,59.11,94.21,5.79,99.9663,1,Critical
2026-05-12T00:00,2026-05-12,2026-05,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,30.3,58.3,41.7,55.37,44.63,99.9065,0,Healthy
2026-06-21T12:00,2026-06-21,2026-06,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,11.91,57.11,42.89,47.38,52.62,99.8635,0,Healthy
2026-04-30T09:00,2026-04-30,2026-04,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,44.51,66.79,33.21,50.36,49.64,99.9494,0,Healthy
