asset_id,hostname,model,operating_system,department,assigned_user_id,status,last_inventory_date,replacement_cost_usd
AST-0217,NSS-WKS-217,HP EliteBook 840,Windows 11 Enterprise,Security,USR-0113,Repair,2026-05-06,879.4
AST-0218,NSS-WKS-218,Lenovo ThinkPad T14,Windows 11 Enterprise,Operations,,Spare,2026-07-08,816.55
AST-0219,NSS-WKS-219,Dell Latitude 5440,Windows 11 Enterprise,HR,USR-0136,Active,2026-07-08,657.66
AST-0220,NSS-WKS-220,Lenovo ThinkPad T14,Windows 11 Enterprise,Sales,USR-0028,Repair,2026-06-14,1041.71
AST-0221,NSS-WKS-221,HP EliteBook 840,Windows 11 Enterprise,Sales,USR-0148,Spare,2026-04-13,1020.88
AST-0222,NSS-WKS-222,Dell Latitude 5440,Windows 11 Enterprise,Operations,USR-0139,Repair,2026-04-10,1417.82
AST-0223,NSS-WKS-223,HP EliteBook 840,Windows 11 Enterprise,Sales,USR-0247,Repair,2026-04-14,590.06
AST-0224,NSS-WKS-224,HP EliteBook 840,Windows 11 Enterprise,HR,USR-0175,Active,2026-06-18,1284.17
AST-0225,NSS-WKS-225,Dell Latitude 5440,Windows 11 Enterprise,Sales,USR-0133,Repair,2026-04-08,1191.33
AST-0226,NSS-WKS-226,Lenovo ThinkPad T14,Windows 11 Enterprise,Security,USR-0173,Active,2026-06-20,695.27
AST-0227,NSS-WKS-227,HP EliteBook 840,Windows 11 Enterprise,HR,USR-0056,Active,2026-03-09,701.67
AST-0228,NSS-WKS-228,Lenovo ThinkPad T14,Windows 11 Enterprise,HR,USR-0200,Active,2026-01-02,1072.42
AST-0229,NSS-WKS-229,Dell Latitude 5440,Windows 11 Enterprise,Finance,USR-0087,Spare,2026-04-01,1152.86
AST-0230,NSS-WKS-230,HP EliteBook 840,Windows 11 Enterprise,Finance,USR-0226,Repair,2026-07-26,1299.93
AST-0231,NSS-WKS-231,Dell Latitude 5440,Windows 11 Enterprise,HR,USR-0226,Repair,2026-05-30,1325.79
AST-0232,NSS-WKS-232,Lenovo ThinkPad T14,Windows 11 Enterprise,IT,USR-0047,Spare,2026-07-20,629.47
AST-0233,NSS-WKS-233,Dell Latitude 5440,Windows 11 Enterprise,IT,USR-0213,Spare,2026-04-17,1277.43
AST-0234,NSS-WKS-234,HP EliteBook 840,Windows 11 Enterprise,IT,,Active,2026-05-06,752.63
AST-0235,NSS-WKS-235,HP EliteBook 840,Windows 11 Enterprise,Security,USR-0238,Spare,2026-01-28,1493.26
AST-0236,NSS-WKS-236,HP EliteBook 840,Windows 11 Enterprise,Sales,USR-0198,Repair,2026-01-06,1311.24
AST-0237,NSS-WKS-237,Dell Latitude 5440,Windows 11 Enterprise,Sales,USR-0247,Spare,2026-05-05,1222.6
AST-0238,NSS-WKS-238,Lenovo ThinkPad T14,Windows 11 Enterprise,Finance,USR-0181,Active,2026-04-15,712.91
AST-0239,NSS-WKS-239,HP EliteBook 840,Windows 11 Enterprise,Executive,USR-0151,Active,2026-07-06,802.66
AST-0240,NSS-WKS-240,Lenovo ThinkPad T14,Windows 11 Enterprise,Security,USR-0227,Spare,2026-07-29,1307.26
AST-0241,NSS-WKS-241,Lenovo ThinkPad T14,Windows 11 Enterprise,Security,USR-0161,Repair,2026-01-11,612.8
AST-0242,NSS-WKS-242,HP EliteBook 840,Windows 11 Enterprise,IT,USR-0220,Repair,2026-05-21,1096.23
AST-0243,NSS-WKS-243,HP EliteBook 840,Windows 11 Enterprise,HR,USR-0168,Spare,2026-01-30,1070.12
AST-0244,NSS-WKS-244,Lenovo ThinkPad T14,Windows 11 Enterprise,Security,USR-0114,Repair,2026-04-26,1085.16
AST-0245,NSS-WKS-245,Dell Latitude 5440,Windows 11 Enterprise,HR,USR-0137,Active,2026-04-26,1149.41
AST-0246,NSS-WKS-246,Lenovo ThinkPad T14,Windows 11 Enterprise,Executive,USR-0229,Spare,2026-01-10,981.64
AST-0247,NSS-WKS-247,Dell Latitude 5440,Windows 11 Enterprise,HR,USR-0240,Repair,2026-05-28,1610.08
AST-0248,NSS-WKS-248,Lenovo ThinkPad T14,Windows 11 Enterprise,Finance,USR-0092,Repair,2026-06-07,828.76
AST-0249,NSS-WKS-249,Dell Latitude 5440,Windows 11 Enterprise,Security,USR-0002,Active,2026-03-31,742.12
AST-0250,NSS-WKS-250,Lenovo ThinkPad T14,Windows 11 Enterprise,Sales,USR-0084,Spare,2026-03-09,927.83
AST-0251,NSS-WKS-251,HP EliteBook 840,Windows 11 Enterprise,Sales,USR-0004,Repair,2026-03-04,747.91
AST-0252,NSS-WKS-252,Dell Latitude 5440,Windows 11 Enterprise,Sales,USR-0156,Spare,2026-05-31,987.64
AST-0253,NSS-WKS-253,HP EliteBook 840,Windows 11 Enterprise,Security,USR-0046,Repair,2026-07-13,893.1
AST-0254,NSS-WKS-254,HP EliteBook 840,Windows 11 Enterprise,HR,USR-0116,Active,2026-07-26,1488.71
AST-0255,NSS-WKS-255,HP EliteBook 840,Windows 11 Enterprise,Executive,USR-0057,Repair,2026-07-05,575.91
AST-0256,NSS-WKS-256,Lenovo ThinkPad T14,Windows 11 Enterprise,Security,USR-0222,Repair,2026-01-07,931.78
AST-0257,NSS-WKS-257,Lenovo ThinkPad T14,Windows 11 Enterprise,IT,USR-0225,Spare,2026-02-13,1222.75
AST-0258,NSS-WKS-258,Dell Latitude 5440,Windows 11 Enterprise,Security,USR-0227,Active,2026-02-11,992.53
AST-0259,NSS-WKS-259,Dell Latitude 5440,Windows 11 Enterprise,IT,USR-0185,Active,2026-06-13,1091.87
AST-0260,NSS-WKS-260,Lenovo ThinkPad T14,Windows 11 Enterprise,Executive,,Repair,2026-07-10,1334.63
AST-0261,NSS-WKS-261,Lenovo ThinkPad T14,Windows 11 Enterprise,Executive,USR-0116,Spare,2026-05-18,1103.54
AST-0262,NSS-WKS-262,Lenovo ThinkPad T14,Windows 11 Enterprise,Executive,USR-0248,Active,2026-04-21,916.34
AST-0263,NSS-WKS-263,HP EliteBook 840,Windows 11 Enterprise,Operations,USR-0042,Active,2026-06-04,1281.45
AST-0264,NSS-WKS-264,HP EliteBook 840,Windows 11 Enterprise,Finance,USR-0233,Active,2026-03-05,1362.37
AST-0265,NSS-WKS-265,Lenovo ThinkPad T14,Windows 11 Enterprise,Sales,USR-0018,Active,2026-06-07,1593.09
AST-0266,NSS-WKS-266,HP EliteBook 840,Windows 11 Enterprise,Operations,USR-0023,Active,2026-03-18,972.58
AST-0267,NSS-WKS-267,HP EliteBook 840,Windows 11 Enterprise,HR,USR-0229,Repair,2026-04-24,1277.64
AST-0268,NSS-WKS-268,HP EliteBook 840,Windows 11 Enterprise,HR,USR-0186,Active,2026-05-22,799.28
AST-0269,NSS-WKS-269,Dell Latitude 5440,Windows 11 Enterprise,Sales,USR-0108,Spare,2026-03-20,1517.99
AST-0270,NSS-WKS-270,HP EliteBook 840,Windows 11 Enterprise,Executive,,Spare,2026-07-28,727.79
AST-0271,NSS-WKS-271,HP EliteBook 840,Windows 11 Enterprise,Operations,USR-0053,Spare,2026-06-29,632.88
AST-0272,NSS-WKS-272,Lenovo ThinkPad T14,Windows 11 Enterprise,Executive,,Active,2026-03-24,1363.62
AST-0273,NSS-WKS-273,HP EliteBook 840,Windows 11 Enterprise,HR,USR-0142,Active,2026-04-15,606.34
AST-0274,NSS-WKS-274,HP EliteBook 840,Windows 11 Enterprise,Operations,USR-0076,Spare,2026-05-02,1526.53
AST-0275,NSS-WKS-275,Dell Latitude 5440,Windows 11 Enterprise,Executive,USR-0025,Spare,2026-07-27,879.7
AST-0276,NSS-WKS-276,HP EliteBook 840,Windows 11 Enterprise,Operations,USR-0040,Active,2026-04-12,779.98
AST-0277,NSS-WKS-277,HP EliteBook 840,Windows 11 Enterprise,Executive,,Repair,2026-04-09,835.76
AST-0278,NSS-WKS-278,Dell Latitude 5440,Windows 11 Enterprise,Security,USR-0192,Repair,2026-04-30,631.23
AST-0279,NSS-WKS-279,Dell Latitude 5440,Windows 11 Enterprise,Operations,USR-0003,Active,2026-07-06,1543.63
AST-0280,NSS-WKS-280,Lenovo ThinkPad T14,Windows 11 Enterprise,HR,USR-0204,Spare,2026-04-15,629.7
AST-0281,NSS-WKS-281,Lenovo ThinkPad T14,Windows 11 Enterprise,Operations,USR-0001,Spare,2026-03-04,743.92
AST-0282,NSS-WKS-282,Dell Latitude 5440,Windows 11 Enterprise,Operations,USR-0007,Active,2026-07-14,1133.67
AST-0283,NSS-WKS-283,Dell Latitude 5440,Windows 11 Enterprise,HR,USR-0214,Active,2026-04-28,892.97
AST-0284,NSS-WKS-284,HP EliteBook 840,Windows 11 Enterprise,IT,USR-0166,Repair,2026-05-25,1063.76
AST-0285,NSS-WKS-285,Lenovo ThinkPad T14,Windows 11 Enterprise,Executive,USR-0077,Active,2026-05-29,768.72
AST-0286,NSS-WKS-286,Dell Latitude 5440,Windows 11 Enterprise,Finance,USR-0017,Repair,2026-03-24,895.6
AST-0287,NSS-WKS-287,HP EliteBook 840,Windows 11 Enterprise,IT,USR-0115,Active,2026-03-03,611.38
AST-0288,NSS-WKS-288,Dell Latitude 5440,Windows 11 Enterprise,Security,USR-0103,Spare,2026-03-24,883.51
AST-0289,NSS-WKS-289,Lenovo ThinkPad T14,Windows 11 Enterprise,Executive,USR-0170,Repair,2026-03-10,800.95
AST-0290,NSS-WKS-290,Dell Latitude 5440,Windows 11 Enterprise,Operations,,Spare,2026-01-11,1136.52
AST-0291,NSS-WKS-291,Dell Latitude 5440,Windows 11 Enterprise,Sales,USR-0106,Repair,2026-01-25,1170.06
AST-0292,NSS-WKS-292,HP EliteBook 840,Windows 11 Enterprise,Finance,USR-0096,Active,2026-05-21,1411.25
AST-0293,NSS-WKS-293,Lenovo ThinkPad T14,Windows 11 Enterprise,Sales,USR-0153,Spare,2026-03-09,1272.94
AST-0294,NSS-WKS-294,Dell Latitude 5440,Windows 11 Enterprise,Finance,USR-0038,Spare,2026-03-17,1373.91
AST-0295,NSS-WKS-295,Dell Latitude 5440,Windows 11 Enterprise,Sales,USR-0150,Active,2026-06-11,572.36
AST-0296,NSS-WKS-296,Dell Latitude 5440,Windows 11 Enterprise,Operations,USR-0167,Spare,2026-04-06,1255.25
AST-0297,NSS-WKS-297,HP EliteBook 840,Windows 11 Enterprise,Operations,USR-0220,Spare,2026-03-05,810.4
AST-0298,NSS-WKS-298,HP EliteBook 840,Windows 11 Enterprise,Finance,USR-0027,Spare,2026-01-12,664.38
AST-0299,NSS-WKS-299,Dell Latitude 5440,Windows 11 Enterprise,HR,USR-0029,Repair,2026-07-06,1301.98
AST-0300,NSS-WKS-300,Dell Latitude 5440,Windows 11 Enterprise,Finance,,Active,2026-07-13,1195.31
